City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Broome,42.2506,-75.833,39.0,93,90,11.5,US,1614562827
Tateyama,34.9833,139.8667,60.8,63,75,4.61,JP,1614562828
Rafai,4.95,23.9167,66.96,39,0,2.84,CF,1614562829
Salalah,17.0151,54.0924,73.4,60,0,2.3,OM,1614562829
Clonakilty,51.6231,-8.8706,39.2,87,20,13.8,IE,1614562829
Kahului,20.8947,-156.47,78.8,53,40,16.11,US,1614562788
Buala,-8.145,159.5921,80.38,83,100,11.18,SB,1614562830
Pimentel,-6.8367,-79.9342,73.99,81,30,1.99,PE,1614562830
Dutlwe,-23.9833,23.9,61.81,75,0,8.7,BW,1614562831
Moree,-29.4667,149.85,89.6,45,61,6.91,AU,1614562831
Karratha,-20.7377,116.8463,86.5,52,82,9.24,AU,1614562832
Kaltenkirchen,53.8333,9.9667,39.0,17,0,3.8,DE,1614562832
Viransehir,37.2353,39.7631,46.06,56,97,3.09,TR,1614562832
Hvide Sande,56.0045,8.1294,36.0,79,99,13.53,DK,1614562833
Fortuna,40.5982,-124.1573,51.01,78,1,1.01,US,1614562601
Naze,28.3667,129.4833,71.6,78,40,17.27,JP,1614562833
Moerai,-22.4333,-151.3333,81.32,82,99,12.26,PF,1614562833
Bismarck,46.8083,-100.7837,35.6,48,90,4.61,US,1614562580
Verkh-Usugli,52.7,115.1667,-8.63,85,90,2.64,RU,1614562855
Alyangula,-13.8483,136.4192,87.03,59,17,10.09,AU,1614562856
Avera,33.194,-82.5271,73.4,77,1,5.75,US,1614562856
Aklavik,68.2191,-135.0107,-29.2,68,83,9.22,CA,1614562857
Uvira,-3.4067,29.1458,72.59,64,74,2.19,CD,1614562857
Tarata,-17.6167,-66.0167,66.2,52,40,9.22,BO,1614562857
Meulaboh,4.1363,96.1285,79.92,81,24,4.52,ID,1614562858
Road Town,18.4167,-64.6167,78.8,78,40,13.8,VG,1614562598
Quatre Cocos,-20.2078,57.7625,75.2,88,75,5.75,MU,1614562858
Codrington,-38.2667,141.9667,65.71,60,8,19.73,AU,1614562859
Kungurtug,50.5994,97.5228,-1.25,74,98,1.88,RU,1614562859
Shaki,41.0833,47.1667,44.6,80,75,1.12,AZ,1614562860
Biak,-0.9131,122.8766,84.29,61,100,3.0,ID,1614562861
Desbiens,48.4178,-71.9495,23.0,86,90,3.44,CA,1614562861
Nong Chik,6.8436,101.178,79.05,75,28,5.28,TH,1614562861
Pitimbu,-7.4706,-34.8086,77.0,94,40,4.61,BR,1614562862
Talakan,50.3167,130.3667,-3.84,82,100,4.72,RU,1614562862
Ler,8.3018,30.1418,76.68,17,0,7.74,SS,1614562863
Ishigaki,24.3448,124.1572,73.4,73,20,3.44,JP,1614562863
Maniitsoq,65.4167,-52.9,4.82,90,100,12.06,GL,1614562863
Tullahoma,35.362,-86.2094,69.8,77,90,4.61,US,1614562864
Maiduguri,11.8464,13.1603,71.46,29,0,9.06,NG,1614562864
Sharan,54.8167,54.0,-2.13,92,100,6.42,RU,1614562864
Bubaque,11.2833,-15.8333,77.13,59,81,18.14,GW,1614562865
Evensk,61.95,159.2333,5.59,80,100,16.64,RU,1614562865
Talnakh,69.4865,88.3972,-33.92,80,17,9.35,RU,1614562866
Tura,25.5198,90.2201,72.93,50,0,3.56,IN,1614562847
Coahuayana,18.7333,-103.6833,78.8,47,1,2.08,MX,1614562867
Bangassou,4.7413,22.8184,68.88,35,1,2.77,CF,1614562868
Noyabrsk,63.1994,75.4507,-19.7,88,0,7.61,RU,1614562868
Vila Velha,-20.3297,-40.2925,75.2,94,75,3.44,BR,1614562869
Gazanjyk,39.2446,55.5154,43.83,45,0,4.03,TM,1614562869
Talcahuano,-36.7167,-73.1167,64.4,72,0,16.11,CL,1614562870
Jackson,42.4165,-122.8345,57.2,38,1,1.25,US,1614562694
Te Anau,-45.4167,167.7167,66.83,79,51,2.44,NZ,1614562870
Kijang,35.2442,129.2139,55.4,71,75,1.14,KR,1614562871
Burnie,-41.0667,145.9167,72.0,47,17,5.01,AU,1614562871
Muros,42.7762,-9.0603,46.0,81,0,1.01,ES,1614562893
Adrar,20.5022,-10.0711,58.73,35,0,10.45,MR,1614562841
Chingola,-12.529,27.8838,62.1,98,100,2.19,ZM,1614562894
Ewa Beach,21.3156,-158.0072,82.4,51,1,10.36,US,1614562894
Morant Bay,17.8815,-76.4093,80.6,65,20,24.16,JM,1614562895
Farah,32.5,62.5,40.08,55,0,2.37,AF,1614562895
Urucui,-7.2294,-44.5561,74.57,89,98,3.04,BR,1614562895
Winston-Salem,36.0999,-80.2442,66.99,79,100,1.99,US,1614562720
Scarborough,54.2797,-0.4044,37.0,94,0,1.01,GB,1614562896
Nhulunbuy,-12.2333,136.7667,87.8,74,75,13.8,AU,1614562896
Sitka,57.0531,-135.33,37.4,87,90,19.57,US,1614562897
Baniyas,35.1819,35.9487,53.6,87,40,4.61,SY,1614562897
Puro,12.4841,123.3827,81.97,69,78,10.83,PH,1614562897
Mwinilunga,-11.7358,24.4293,61.66,97,100,2.35,ZM,1614562897
Vestmannaeyjar,63.4427,-20.2734,41.56,67,100,15.05,IS,1614562898
Berlevag,70.8578,29.0864,37.83,78,88,32.79,NO,1614562898
Tanda,26.55,82.65,67.06,34,0,6.46,IN,1614562898
Kumeny,58.1089,49.9161,-8.88,91,0,4.56,RU,1614562899
Samarai,-10.6167,150.6667,84.79,73,92,10.58,PG,1614562899
Vardo,70.3705,31.1107,36.54,82,0,22.82,NO,1614562693
Majur,44.7697,19.6544,37.99,93,0,3.44,RS,1614562900
Watertown,42.3709,-71.1828,39.99,70,90,4.61,US,1614562621
Arrecife,28.963,-13.5477,60.8,72,0,6.91,ES,1614562902
Praia,14.9215,-23.5087,66.2,63,40,16.11,CV,1614562905
Taveta,-3.3963,37.6736,69.28,84,38,2.21,KE,1614562905
Tazovskiy,67.4667,78.7,-19.75,87,100,12.82,RU,1614562905
Abonnema,4.7084,6.7931,77.0,88,40,5.84,NG,1614562906
Leshukonskoye,64.8989,45.7622,25.27,97,100,11.05,RU,1614562906
Jalu,29.0331,21.5482,53.13,73,0,8.14,LY,1614562906
Ketchikan,55.3422,-131.6461,39.2,93,75,4.61,US,1614562907
Sola,-13.8833,167.55,81.99,76,0,16.82,VU,1614562907
Krosno,49.6887,21.7706,34.0,94,100,8.99,PL,1614562907
Sao Francisco,-15.9486,-44.8644,68.32,84,91,3.11,BR,1614562748
Kisolon,8.33,124.9769,81.0,82,50,3.0,PH,1614562908
Ivybridge,50.3904,-3.9191,45.0,84,41,3.0,GB,1614562908
Ust-Kuyga,70.0167,135.6,-29.2,82,96,2.44,RU,1614562909
Meadow Lake,34.8014,-106.5436,42.01,41,90,21.85,US,1614562909
Sinop,41.7711,34.8709,28.44,95,83,6.82,TR,1614562844
Duncan,34.5023,-97.9578,51.8,37,1,11.5,US,1614562746
Campbell River,50.0163,-125.2446,44.01,100,90,20.71,CA,1614562910
Nadym,65.5333,72.5167,-18.26,87,100,11.77,RU,1614562911
Kupang,-10.1667,123.5833,82.4,83,20,5.75,ID,1614562941
Otane,-39.8833,176.6333,75.0,72,100,7.0,NZ,1614562949
Nanortalik,60.1432,-45.2371,26.37,95,57,13.18,GL,1614562949
Kaeo,-35.1,173.7833,72.5,61,57,7.23,NZ,1614562720
Boguchany,58.3814,97.4531,-15.95,86,34,0.6,RU,1614562950
Isangel,-19.55,169.2667,83.1,71,11,13.91,VU,1614562933
Nemuro,43.3236,145.575,35.6,60,75,3.44,JP,1614562951
Ambon,-3.6954,128.1814,87.8,62,40,11.5,ID,1614562951
Eyl,7.9803,49.8164,72.68,87,100,12.39,SO,1614562952
Deputatskiy,69.3,139.9,-28.41,86,67,1.66,RU,1614562952
Krasnorechenskiy,44.6265,135.3532,9.12,86,100,11.83,RU,1614562953
Honiara,-9.4333,159.95,78.13,87,96,5.75,SB,1614562953
Madera,37.1666,-119.8343,64.99,25,1,6.91,US,1614562954
Mayo,38.8876,-76.5119,44.01,100,90,3.44,US,1614562954
Caborca,30.5838,-111.101,57.99,7,0,4.0,MX,1614562954
Barstow,34.8986,-117.0228,55.4,10,1,5.75,US,1614562955
Sri Aman,1.2376,111.4621,73.4,100,40,1.14,MY,1614562955
Huanren,41.2647,125.3667,25.57,89,100,7.38,CN,1614562687
Kasongo-Lunda,-6.4667,16.8167,70.93,92,98,1.1,CD,1614562816
Mason City,43.1536,-93.201,21.2,79,1,14.97,US,1614562956
Kenora,49.8167,-94.4337,10.0,66,75,9.22,CA,1614562714
Tilichiki,60.4667,166.1,-10.25,94,100,14.81,RU,1614562839
Faanui,-16.4833,-151.75,82.9,76,100,12.77,PF,1614562957
Charlottetown,46.2352,-63.1267,28.4,86,20,4.61,CA,1614562861
Loa Janan,-0.583,117.095,81.05,83,100,1.88,ID,1614562958
Negombo,7.2083,79.8358,73.4,94,20,3.44,LK,1614562877
Miri,4.4148,114.0089,78.8,89,20,6.91,MY,1614562958
Hofn,64.2539,-15.2082,36.64,77,35,6.82,IS,1614562959
Kitaibaraki,36.7833,140.75,61.0,50,34,3.0,JP,1614562960
Sjenica,43.2731,19.9994,29.08,93,0,2.04,RS,1614562960
Chokurdakh,70.6333,147.9167,-25.35,85,0,4.45,RU,1614562961
Tamandare,-8.7597,-35.1047,78.33,83,1,7.4,BR,1614562961
Chokwe,-24.5333,32.9833,66.61,90,73,10.0,MZ,1614562961
Olafsvik,64.8945,-23.7142,38.61,76,94,27.04,IS,1614562962
Margate,51.3813,1.3862,44.01,85,0,1.99,GB,1614562962
Port Macquarie,-31.4333,152.9167,87.01,83,40,3.44,AU,1614562986
Synya,65.3718,58.0387,2.86,92,97,12.97,RU,1614562987
Tezu,27.9167,96.1667,70.47,53,99,4.5,IN,1614562988
Chiman,32.5463,73.8138,59.0,77,0,4.05,PK,1614562989
Mogoytuy,51.2833,114.9167,-5.3,83,0,3.15,RU,1614562989
Bireun,5.203,96.7009,81.16,71,1,2.53,ID,1614562990
Kikwit,-5.041,18.8162,72.72,85,95,2.89,CD,1614562990
Huanimaro,20.3667,-101.5,78.8,19,1,6.91,MX,1614562990
Necochea,-38.5473,-58.7368,75.99,73,0,8.99,AR,1614562991
Unity,52.4501,-109.1682,2.95,94,99,11.12,CA,1614562991
Cururupu,-1.8283,-44.8683,75.16,95,93,2.95,BR,1614562992
Great Bend,38.3645,-98.7648,35.01,55,1,10.36,US,1614562992
Kodinsk,58.6881,99.1844,-14.3,87,82,1.01,RU,1614562993
Itoman,26.1247,127.6694,75.2,69,40,9.22,JP,1614562993
Ostersund,63.1792,14.6357,39.2,65,40,17.27,SE,1614562894
Tvoroyri,61.5556,-6.8111,46.4,100,40,9.22,FO,1614562994
Kaputa,-8.4689,29.6619,67.24,84,100,2.75,ZM,1614562995
Simbahan,6.3032,120.5836,83.32,73,93,5.41,PH,1614562995
Anchorage,61.2181,-149.9003,23.0,58,90,3.44,US,1614562956
Saint George,37.1041,-113.5841,51.8,11,1,4.61,US,1614562996
Antofagasta,-23.65,-70.4,68.0,77,20,8.05,CL,1614562997
Wangou,42.0623,126.9127,17.87,92,100,5.5,CN,1614562997
Nizhnevartovsk,60.9344,76.5531,-18.4,76,0,6.71,RU,1614562998
Maningrida,-12.0667,134.2667,89.71,63,89,7.99,AU,1614562999
Big Rapids,43.6981,-85.4837,39.0,81,90,14.97,US,1614562827
Ngunguru,-35.6167,174.5,71.2,66,6,11.56,NZ,1614562999
Longyearbyen,78.2186,15.6401,17.6,67,75,8.05,SJ,1614562745
Biltine,14.5333,20.9167,74.26,18,0,20.76,TD,1614562780
Mitsamiouli,-11.3847,43.2844,81.25,77,24,8.16,KM,1614563000
Manggar,-2.8833,108.2667,83.57,68,0,5.39,ID,1614563027
Jacqueville,5.2052,-4.4146,82.4,89,20,8.05,CI,1614563029
Port-Gentil,-0.7193,8.7815,81.45,79,100,13.13,GA,1614562842
Saint-Pierre,-21.3393,55.4781,75.2,73,0,4.61,RE,1614563039
Labuhan,-6.8844,112.2051,82.11,76,44,2.44,ID,1614563040
Abu Zabad,12.35,29.25,67.96,22,0,16.8,SD,1614563041
Namibe,-15.1961,12.1522,72.46,75,100,6.51,AO,1614563042
Asau,46.4333,26.4,36.0,68,100,3.91,RO,1614562917
Sangar,63.9242,127.4739,-18.33,86,100,8.43,RU,1614563042
Pizarro,4.9533,-77.366,78.12,85,100,1.23,CO,1614563043
Okha,53.5739,142.9478,4.51,88,100,23.78,RU,1614563043
Dinar,38.065,30.1656,32.0,59,0,14.97,TR,1614563043
Marinette,45.1,-87.6307,33.8,69,1,8.05,US,1614563017
Opuwo,-18.0607,13.84,71.73,56,55,7.14,NA,1614563044
Viedma,-40.8135,-62.9967,75.43,60,100,4.09,AR,1614563045
Tongliao,43.6125,122.2653,15.03,76,100,11.41,CN,1614563045
Klaksvik,62.2266,-6.589,46.4,100,40,9.22,FO,1614563045
Sept-Iles,50.2001,-66.3821,25.0,58,20,3.44,CA,1614563046
Wajima,37.4,136.9,57.2,44,0,9.22,JP,1614563047
Birjand,32.8663,59.2211,28.4,54,0,4.61,IR,1614563051
Barreirinha,-2.7933,-57.07,75.65,95,100,1.1,BR,1614563069
Omsukchan,62.5333,155.8,-20.29,82,100,7.78,RU,1614563091
Kendari,-3.945,122.4989,76.39,90,100,1.59,ID,1614563092
Ostrovnoy,68.0531,39.5131,36.14,94,100,23.53,RU,1614563092
Yar-Sale,66.8333,70.8333,-13.52,88,100,14.52,RU,1614563093
Adre,13.4667,22.2,67.71,23,0,19.91,TD,1614563094
Kenai,60.5544,-151.2583,26.6,50,1,6.91,US,1614563094
La Ronge,55.1001,-105.2842,-14.8,58,63,3.44,CA,1614563095
Vavuniya,8.7514,80.4971,71.13,82,1,2.01,LK,1614563096
Roma,43.2128,-75.4557,39.0,70,90,9.22,US,1614562991
Waynesboro,38.0685,-78.8895,54.0,100,90,0.72,US,1614562829
Ola,59.5833,151.2833,4.32,83,100,8.43,RU,1614563097
Zhigansk,66.7697,123.3711,-21.14,86,99,5.35,RU,1614563098
Aldan,58.6031,125.3894,-18.06,85,100,7.56,RU,1614563098
Calama,-22.4667,-68.9333,62.6,48,0,14.97,CL,1614563098
Camacha,33.0833,-16.3333,59.0,72,40,12.66,PT,1614563099
Belfast,54.5833,-5.9333,33.8,100,75,2.3,GB,1614563099
Petropavlovka,50.6114,105.3196,-5.53,83,20,3.06,RU,1614563100
Weirton,40.419,-80.5895,59.0,88,90,11.5,US,1614562840
Cidreira,-30.1811,-50.2056,74.86,84,23,16.84,BR,1614563100
Okhotsk,59.3833,143.3,6.42,84,100,13.78,RU,1614563101
Menongue,-14.6585,17.691,60.44,95,88,5.55,AO,1614563101
Vidim,56.4088,103.1106,-4.56,96,99,2.64,RU,1614563123
Ushtobe,45.2514,77.9838,29.48,85,65,2.1,KZ,1614563123
Arlit,18.7369,7.3853,65.1,15,51,3.49,NE,1614563123
Altay,47.8667,88.1167,16.93,85,100,2.28,CN,1614563124
Solnechnyy,50.7214,136.6319,6.3,79,11,1.54,RU,1614563124
Pecos,31.4229,-103.4932,60.8,17,1,8.05,US,1614563125
Doka,13.5167,35.7667,69.04,22,15,17.25,SD,1614563125
Murgab,37.4966,61.9714,37.4,52,0,6.91,TM,1614563126
Saint-Augustin,51.226,-58.6502,13.24,84,16,10.25,CA,1614563126
Pangody,65.85,74.4859,-18.2,96,100,11.45,RU,1614563126
Gezing,47.9178,13.1299,33.01,93,0,4.61,AT,1614563127
Havelock,34.8791,-76.9013,66.99,100,20,14.97,US,1614563127
Hasilpur,29.7122,72.5553,55.6,37,0,6.02,PK,1614563128
Gornopravdinsk,60.05,69.9,-15.9,88,5,5.26,RU,1614563128
Atar,20.5169,-13.0499,60.28,32,0,9.1,MR,1614563129
Carutapera,-1.195,-46.02,76.89,91,100,7.02,BR,1614563131
Kolo,52.2002,18.6387,32.54,95,2,5.39,PL,1614563131
Wanaka,-44.7,169.15,73.0,58,46,6.46,NZ,1614562966
Pitangui,-19.6828,-44.8903,66.13,93,99,6.42,BR,1614563106
Fort Nelson,58.8053,-122.7002,-2.2,71,75,2.3,CA,1614563133
Dovolnoye,54.4958,79.6671,21.2,98,99,7.2,RU,1614563134
Kavieng,-2.5744,150.7967,84.78,70,92,10.07,PG,1614563156
Kalabo,-14.97,22.6814,61.88,96,97,6.76,ZM,1614563156
Yumen,40.2833,97.2,31.01,71,0,6.26,CN,1614563156
Marystown,47.1666,-55.1483,31.41,95,96,26.33,CA,1614563157
Kamenka,51.3223,42.7678,10.81,96,69,4.63,RU,1614563157
San Andres,12.5847,-81.7006,79.74,74,99,22.95,CO,1614562922
Inirida,3.8653,-67.9239,75.6,86,33,1.79,CO,1614562959
Suoyarvi,62.0833,32.35,33.82,98,100,9.82,RU,1614563158
Edgewater,28.9889,-80.9023,75.2,83,20,13.8,US,1614563107
Dwarka,22.2394,68.9678,73.22,66,0,11.68,IN,1614563158
Chapleau,47.8405,-83.4034,32.0,100,90,2.3,CA,1614563159
Popondetta,-8.7537,148.2534,91.26,54,100,5.46,PG,1614563159
Strezhevoy,60.7333,77.5889,-18.4,76,0,6.71,RU,1614563159
San Patricio,28.017,-97.5169,73.4,88,90,19.57,US,1614563160
Katherine,-14.4667,132.2667,89.6,62,19,5.75,AU,1614563160
Cabedelo,-6.9811,-34.8339,77.0,94,40,4.61,BR,1614563162
Araouane,18.9048,-3.5265,70.32,9,0,9.13,ML,1614563162
Caravelas,-17.7125,-39.2481,74.82,89,48,5.57,BR,1614563163
Bardiyah,31.7561,25.0865,56.82,82,0,8.12,LY,1614563163
Kpandu,6.9954,0.2931,79.32,80,40,7.4,GH,1614563163
Saint Anthony,45.0205,-93.218,24.8,63,1,11.5,US,1614563164
Lannion,48.75,-3.4167,41.0,93,0,6.91,FR,1614563164
Fethiye,36.6217,29.1164,53.6,43,0,19.57,TR,1614563165
Srednekolymsk,67.45,153.6833,-24.36,83,39,4.21,RU,1614563165
Alamosa,37.4695,-105.87,26.6,39,1,8.05,US,1614563165
Abu Samrah,35.3029,37.1841,47.26,82,0,6.2,SY,1614563166
Kurilsk,45.2333,147.8833,30.88,98,100,19.15,RU,1614563166
Imbituba,-28.24,-48.6703,71.6,94,75,3.44,BR,1614562895
Martinsville,36.6915,-79.8725,55.99,100,1,6.96,US,1614563188
Lamu,-2.2717,40.902,76.17,90,100,10.31,KE,1614563189
Malakal,9.5334,31.6605,75.13,11,0,8.03,SS,1614563190
Porto Novo,6.4965,2.6036,84.2,84,40,13.8,BJ,1614563193
Kumluca,36.3703,30.2869,55.74,48,0,5.86,TR,1614563194
Male,4.1748,73.5089,82.4,78,75,8.05,MV,1614563195
Windhoek,-22.5594,17.0832,64.4,77,0,5.75,NA,1614563196
Peniche,39.3558,-9.3811,55.99,93,0,3.0,PT,1614563197
Limoges,45.75,1.3333,46.4,57,0,8.05,FR,1614563197
Fowa,8.9167,6.4,78.26,21,0,3.09,NG,1614563198
San Luis,-33.295,-66.3356,77.16,50,1,12.97,AR,1614563198
Mentougou,39.9392,116.0917,33.8,47,0,11.18,CN,1614563199
Mvangue,2.9667,11.5167,68.11,99,98,2.57,CM,1614563200
Tecoanapa,16.5167,-98.75,76.12,79,0,5.68,MX,1614563201
Lagoa,39.05,-27.9833,56.19,64,0,12.33,PT,1614563201
Valparaiso,-33.0393,-71.6273,61.0,81,0,4.25,CL,1614563202
Moron,-34.6534,-58.6198,81.0,59,41,7.0,AR,1614563202
Tomaszow Mazowiecki,51.5313,20.0086,39.0,10,86,55.99,PL,1614563203
Kargasok,59.0556,80.8572,-19.23,97,97,9.37,RU,1614563203
Zemio,5.0314,25.1361,66.76,35,0,2.84,CF,1614563204
Havoysund,70.9963,24.6622,37.4,81,75,34.52,NO,1614563205
Brae,60.3964,-1.353,46.4,87,90,21.85,GB,1614563205
Port Augusta,-32.5,137.7667,87.01,49,3,16.11,AU,1614563206
Noumea,-22.2763,166.4572,88.0,66,20,10.36,NC,1614563207
Novyy Urengoy,66.0833,76.6333,-21.57,87,92,10.38,RU,1614563208
Pontes E Lacerda,-15.2261,-59.3353,74.5,79,1,1.92,BR,1614563209
Tiznit,29.5833,-9.5,50.81,87,93,3.69,MA,1614563211
